,Delegates,Loan Matches,Scores,state
398,John Pratt,John Pratt,100.0,NY
399,John Pratt,John Pratt,100.0,PA
408,Nathaniel Russell,Nathaniel Russell,100.0,unspecified
420,John Hampton,John Hampton,100.0,VA
421,John Hampton,John Hampton,100.0,PA
432,William Fitzpatrick,William Fitzpatrick,100.0,PA
433,William Fitzpatrick,William Fitzpatrick,100.0,unspecified
444,John Thomas,John Thomas,100.0,PA
445,John Thomas,John Thomas,100.0,CT
446,John Thomas,John Thomas,100.0,NJ
447,John Thomas,John Thomas,100.0,MA
448,John Thomas,John Thomas,100.0,NH
449,John Thomas,John Thomas,100.0,unspecified
450,John Thomas,John Thomas,100.0,NY
451,John Thomas,John Thomas,100.0,VA
452,John Thomas,John Thomas,100.0,MD
456,William Butler,William Butler,100.0,CT
457,William Butler,William Butler,100.0,MA
458,William Butler,William Butler,100.0,unspecified
459,William Butler,William Butler,100.0,PA
468,John Montgomery,John Montgomery,100.0,PA
469,John Montgomery,John Montgomery,100.0,unspecified
480,Hugh White,Hugh White,100.0,PA
492,John Lowry,John Lowry,100.0,CS
504,John Palmer,John Palmer,100.0,CS
505,John Palmer,John Palmer,100.0,unspecified
516,John Simmons,John Simmons,100.0,MA
517,John Simmons,John Simmons,100.0,NY
518,John Simmons,John Simmons,100.0,NC
528,John Burgess,John Burgess,100.0,NY
529,John Burgess,John Burgess,100.0,PA
530,John Burgess,John Burgess,100.0,MD
540,James Pettigrew,James Pettigrew,100.0,PA
552,William Reed,William Reed,100.0,unspecified
553,William Reed,William Reed,100.0,CT
554,William Reed,William Reed,100.0,NJ
555,William Reed,William Reed,100.0,PA
556,William Reed,William Reed,100.0,NC
564,Samuel Smith,Samuel Smith,100.0,PA
565,Samuel Smith,Samuel Smith,100.0,MA
566,Samuel Smith,Samuel Smith,100.0,NH
567,Samuel Smith,Samuel Smith,100.0,unspecified
568,Samuel Smith,Samuel Smith,100.0,RI
569,Samuel Smith,Samuel Smith,100.0,CT
570,Samuel Smith,Samuel Smith,100.0,NY
571,Samuel Smith,Samuel Smith,100.0,VA
572,Samuel Smith,Samuel Smith,100.0,NC
576,John Bowman,John Bowman,100.0,PA
577,John Bowman,John Bowman,100.0,unspecified
588,Samuel Warren,Samuel Warren,100.0,MA
589,Samuel Warren,Samuel Warren,100.0,NC
600,James Stewart,James Stewart,100.0,NY
601,James Stewart,James Stewart,100.0,NJ
602,James Stewart,James Stewart,100.0,unspecified
603,James Stewart,James Stewart,100.0,PA
604,James Stewart,James Stewart,100.0,MD
605,James Stewart,James Stewart,100.0,NC
612,John Joyner,John Joyner,100.0,NH
624,John Lloyd,John Lloyd,100.0,NJ
625,John Lloyd,John Lloyd,100.0,MA
626,John Lloyd,John Lloyd,100.0,unspecified
636,William Washington,William Washington,100.0,VA
648,Isaac Parker,Isaac Parker,100.0,CT
649,Isaac Parker,Isaac Parker,100.0,unspecified
650,Isaac Parker,Isaac Parker,100.0,MA
660,Isaac Harleston,Isaac Harleston,100.0,unspecified
672,John Parker,John Parker,100.0,CT
673,John Parker,John Parker,100.0,unspecified
674,John Parker,John Parker,100.0,MA
675,John Parker,John Parker,100.0,PA
684,William Smith,William Smith,100.0,CT
685,William Smith,William Smith,100.0,unspecified
686,William Smith,William Smith,100.0,MA
687,William Smith,William Smith,100.0,CS
688,William Smith,William Smith,100.0,DE
689,William Smith,William Smith,100.0,NY
690,William Smith,William Smith,100.0,PA
691,William Smith,William Smith,100.0,VA
692,William Smith,William Smith,100.0,MD
693,William Smith,William Smith,100.0,NC
696,Benjamin Smith,Benjamin Smith,100.0,MA
697,Benjamin Smith,Benjamin Smith,100.0,NH
698,Benjamin Smith,Benjamin Smith,100.0,RI
699,Benjamin Smith,Benjamin Smith,100.0,NY
700,Benjamin Smith,Benjamin Smith,100.0,MD
701,Benjamin Smith,Benjamin Smith,100.0,NC
708,Peter Smith,Peter Smith,100.0,CT
709,Peter Smith,Peter Smith,100.0,MA
710,Peter Smith,Peter Smith,100.0,NH
711,Peter Smith,Peter Smith,100.0,NJ
712,Peter Smith,Peter Smith,100.0,unspecified
713,Peter Smith,Peter Smith,100.0,PA
714,Peter Smith,Peter Smith,100.0,MD
715,Peter Smith,Peter Smith,100.0,NC
720,William Scott,William Scott,100.0,CT
721,William Scott,William Scott,100.0,unspecified
722,William Scott,William Scott,100.0,NH
723,William Scott,William Scott,100.0,MA
724,William Scott,William Scott,100.0,NY
725,William Scott,William Scott,100.0,PA
726,William Scott,William Scott,100.0,VA
727,William Scott,William Scott,100.0,GA
732,Thomas Fuller,Thomas Fuller,100.0,MA
733,Thomas Fuller,Thomas Fuller,100.0,NH
744,William Read,William Read,100.0,MA
745,William Read,William Read,100.0,unspecified
746,William Read,William Read,100.0,PA
756,John Edwards,John Edwards,100.0,NJ
757,John Edwards,John Edwards,100.0,unspecified
758,John Edwards,John Edwards,100.0,PA
759,John Edwards,John Edwards,100.0,VA
760,John Edwards,John Edwards,100.0,MD
768,Samuel West,Samuel West,100.0,NC
780,Thomas Durfee,Thomas Durfee,100.0,MA
792,James Jordan,James Jordan,100.0,CT
804,Benjamin Morse,Benjamin Morse,100.0,MA
805,Benjamin Morse,Benjamin Morse,100.0,NH
816,William Thompson,William Thompson,100.0,unspecified
817,William Thompson,William Thompson,100.0,CT
818,William Thompson,William Thompson,100.0,MA
819,William Thompson,William Thompson,100.0,NH
820,William Thompson,William Thompson,100.0,NY
821,William Thompson,William Thompson,100.0,PA
822,William Thompson,William Thompson,100.0,NC
828,Aaron Wood,Aaron Wood,100.0,NH
840,Israel Clark,Israel Clark,100.0,CT
841,Israel Clark,Israel Clark,100.0,unspecified
852,Thomas Mighill,Thomas Mighill,100.0,unspecified
864,Thomas Kittridge,Thomas Kittridge,100.0,MA
876,John Burnham,John Burnham,100.0,unspecified
877,John Burnham,John Burnham,100.0,CT
878,John Burnham,John Burnham,100.0,MA
888,John Low,John Low,100.0,MA
900,John Glover,John Glover,100.0,NC
912,Michael Farley,Michael Farley,100.0,unspecified
924,Thomas Jones,Thomas Jones,100.0,CT
925,Thomas Jones,Thomas Jones,100.0,MA
926,Thomas Jones,Thomas Jones,100.0,unspecified
927,Thomas Jones,Thomas Jones,100.0,NY
928,Thomas Jones,Thomas Jones,100.0,PA
929,Thomas Jones,Thomas Jones,100.0,VA
930,Thomas Jones,Thomas Jones,100.0,MD
931,Thomas Jones,Thomas Jones,100.0,NC
936,Benjamin Randall,Benjamin Randall,100.0,MA
948,John Baxter,John Baxter,100.0,MD
960,William M'Intosh,William M'Intosh,100.0,VA
961,William M'Intosh,William M'Intosh,100.0,unspecified
972,Joseph Jackson,Joseph Jackson,100.0,CT
973,Joseph Jackson,Joseph Jackson,100.0,MA
974,Joseph Jackson,Joseph Jackson,100.0,PA
975,Joseph Jackson,Joseph Jackson,100.0,unspecified
984,Daniel Shute,Daniel Shute,100.0,CT
985,Daniel Shute,Daniel Shute,100.0,MA
996,Ebenezer Wales,Ebenezer Wales,100.0,CT
997,Ebenezer Wales,Ebenezer Wales,100.0,MA
998,Ebenezer Wales,Ebenezer Wales,100.0,unspecified
1008,William Heath,William Heath,100.0,NH
1009,William Heath,William Heath,100.0,NC
1020,Charles Jarvis,Charles Jarvis,100.0,unspecified
1032,William Phillips,William Phillips,100.0,CT
1033,William Phillips,William Phillips,100.0,PA
1044,Samuel Adams,Samuel Adams,100.0,CT
1045,Samuel Adams,Samuel Adams,100.0,MA
1046,Samuel Adams,Samuel Adams,100.0,NH
1047,Samuel Adams,Samuel Adams,100.0,unspecified
1056,John Hancock,John Hancock,100.0,CT
1057,John Hancock,John Hancock,100.0,unspecified
1058,John Hancock,John Hancock,100.0,MA
1059,John Hancock,John Hancock,100.0,NY
1060,John Hancock,John Hancock,100.0,MD
1068,William Brown,William Brown,100.0,unspecified
1069,William Brown,William Brown,100.0,NH
1070,William Brown,William Brown,100.0,NJ
1071,William Brown,William Brown,100.0,MA
1072,William Brown,William Brown,100.0,CS
1073,William Brown,William Brown,100.0,CT
1074,William Brown,William Brown,100.0,PA
1075,William Brown,William Brown,100.0,MD
1076,William Brown,William Brown,100.0,NC
1080,James Edgar,James Edgar,100.0,PA
1092,James Marshall,James Marshall,100.0,PA
1104,Joseph Powell,Joseph Powell,100.0,MA
1116,John Bishop,John Bishop,100.0,CT
1117,John Bishop,John Bishop,100.0,unspecified
1118,John Bishop,John Bishop,100.0,NJ
1128,John Reynolds,John Reynolds,100.0,CT
1129,John Reynolds,John Reynolds,100.0,NJ
1130,John Reynolds,John Reynolds,100.0,MA
1131,John Reynolds,John Reynolds,100.0,CS
1132,John Reynolds,John Reynolds,100.0,unspecified
1133,John Reynolds,John Reynolds,100.0,PA
1134,John Reynolds,John Reynolds,100.0,MD
1140,John Harris,John Harris,100.0,CT
1141,John Harris,John Harris,100.0,MA
1142,John Harris,John Harris,100.0,unspecified
1143,John Harris,John Harris,100.0,PA
1144,John Harris,John Harris,100.0,VA
1145,John Harris,John Harris,100.0,MD
1152,James Campbell,James Campbell,100.0,NH
1153,James Campbell,James Campbell,100.0,unspecified
1154,James Campbell,James Campbell,100.0,MA
1155,James Campbell,James Campbell,100.0,DE
1156,James Campbell,James Campbell,100.0,PA
1164,John Brooks,John Brooks,100.0,unspecified
1165,John Brooks,John Brooks,100.0,MA
1166,John Brooks,John Brooks,100.0,RI
1167,John Brooks,John Brooks,100.0,VA
1176,John Webber,John Webber,100.0,MA
1177,John Webber,John Webber,100.0,NH
1188,David Brown,David Brown,100.0,CT
1189,David Brown,David Brown,100.0,NJ
1190,David Brown,David Brown,100.0,unspecified
1191,David Brown,David Brown,100.0,MA
1192,David Brown,David Brown,100.0,NH
1200,Samuel Reed,Samuel Reed,100.0,MA
1201,Samuel Reed,Samuel Reed,100.0,PA
1202,Samuel Reed,Samuel Reed,100.0,unspecified
1212,Nathaniel Leonard,Nathaniel Leonard,100.0,NJ
1213,Nathaniel Leonard,Nathaniel Leonard,100.0,unspecified
1224,James Williams,James Williams,100.0,MA
1225,James Williams,James Williams,100.0,NH
1226,James Williams,James Williams,100.0,unspecified
1227,James Williams,James Williams,100.0,PA
1228,James Williams,James Williams,100.0,MD
1236,Joseph Palmer,Joseph Palmer,100.0,unspecified
1237,Joseph Palmer,Joseph Palmer,100.0,PA
1248,Levi Whitman,Levi Whitman,100.0,NH
1260,Samuel Niles,Samuel Niles,100.0,MA
1272,Josiah Smith,Josiah Smith,100.0,CT
1273,Josiah Smith,Josiah Smith,100.0,MA
1274,Josiah Smith,Josiah Smith,100.0,NH
1275,Josiah Smith,Josiah Smith,100.0,unspecified
1284,John Turner,John Turner,100.0,CT
1285,John Turner,John Turner,100.0,DE
1286,John Turner,John Turner,100.0,PA
1287,John Turner,John Turner,100.0,MD
1296,Isaac Thompson,Isaac Thompson,100.0,NY
1308,Benjamin Thomas,Benjamin Thomas,100.0,NY
1320,Daniel Howard,Daniel Howard,100.0,PA
1332,Elisha Mitchell,Elisha Mitchell,100.0,CT
1344,William Shaw,William Shaw,100.0,MA
1345,William Shaw,William Shaw,100.0,unspecified
1346,William Shaw,William Shaw,100.0,PA
1356,Charles Turner,Charles Turner,100.0,MA
1368,Nathan Cushing,Nathan Cushing,100.0,CT
1380,William Cushing,William Cushing,100.0,NH
1392,John Davis,John Davis,100.0,NY
1393,John Davis,John Davis,100.0,unspecified
1394,John Davis,John Davis,100.0,MA
1395,John Davis,John Davis,100.0,NH
1396,John Davis,John Davis,100.0,CT
1397,John Davis,John Davis,100.0,PA
1398,John Davis,John Davis,100.0,VA
1399,John Davis,John Davis,100.0,MD
1400,John Davis,John Davis,100.0,NC
1404,Thomas Davis,Thomas Davis,100.0,unspecified
1405,Thomas Davis,Thomas Davis,100.0,NJ
1406,Thomas Davis,Thomas Davis,100.0,NH
1407,Thomas Davis,Thomas Davis,100.0,CS
1408,Thomas Davis,Thomas Davis,100.0,PA
1409,Thomas Davis,Thomas Davis,100.0,NC
1410,Thomas Davis,Thomas Davis,100.0,MD
1416,Joshua Thomas,Joshua Thomas,100.0,MA
1428,Jonathan Hubbard,Jonathan Hubbard,100.0,unspecified
1440,John Jennings,John Jennings,100.0,NH
1441,John Jennings,John Jennings,100.0,MA
1452,Jesse Reed,Jesse Reed,100.0,MA
1453,Jesse Reed,Jesse Reed,100.0,NC
1464,David Shepard,David Shepard,100.0,VA
1476,Samuel Eddy,Samuel Eddy,100.0,unspecified
1477,Samuel Eddy,Samuel Eddy,100.0,MA
1488,John Hamilton,John Hamilton,100.0,NH
1489,John Hamilton,John Hamilton,100.0,PA
1490,John Hamilton,John Hamilton,100.0,MD
1491,John Hamilton,John Hamilton,100.0,unspecified
1500,Ebenezer James,Ebenezer James,100.0,NY
1512,Robert Wilson,Robert Wilson,100.0,NH
1513,Robert Wilson,Robert Wilson,100.0,NY
1514,Robert Wilson,Robert Wilson,100.0,PA
1524,John Ingersoll,John Ingersoll,100.0,MA
1525,John Ingersoll,John Ingersoll,100.0,unspecified
1536,Jonathan Green,Jonathan Green,100.0,MA
1537,Jonathan Green,Jonathan Green,100.0,NH
1538,Jonathan Green,Jonathan Green,100.0,unspecified
1548,Benjamin Adams,Benjamin Adams,100.0,MA
1560,John Hunter,John Hunter,100.0,MA
1561,John Hunter,John Hunter,100.0,PA
1562,John Hunter,John Hunter,100.0,unspecified
1572,Thomas Taylor,Thomas Taylor,100.0,CT
1573,Thomas Taylor,Thomas Taylor,100.0,MA
1574,Thomas Taylor,Thomas Taylor,100.0,unspecified
1584,James Morris,James Morris,100.0,CT
1585,James Morris,James Morris,100.0,NJ
1586,James Morris,James Morris,100.0,unspecified
1587,James Morris,James Morris,100.0,MD
1596,William Hayes,William Hayes,100.0,unspecified
1597,William Hayes,William Hayes,100.0,NC
1608,Solomon Green,Solomon Green,100.0,MD
1620,Benjamin Hawkins,Benjamin Hawkins,100.0,unspecified
1644,Thomas Stewart,Thomas Stewart,100.0,unspecified
1656,Thomas Johnston,Thomas Johnston,100.0,PA
1668,John Drew,John Drew,100.0,VA
1680,John Overton,John Overton,100.0,unspecified
1681,John Overton,John Overton,100.0,NC
1692,David Wilson,David Wilson,100.0,MD
1693,David Wilson,David Wilson,100.0,MA
1694,David Wilson,David Wilson,100.0,NY
1704,Daniel Smith,Daniel Smith,100.0,unspecified
1705,Daniel Smith,Daniel Smith,100.0,PA
1706,Daniel Smith,Daniel Smith,100.0,CT
1707,Daniel Smith,Daniel Smith,100.0,MA
1708,Daniel Smith,Daniel Smith,100.0,NY
1709,Daniel Smith,Daniel Smith,100.0,MD
1716,William King,William King,100.0,MA
1717,William King,William King,100.0,MD
1728,Hardy Holmes,Hardy Holmes,100.0,NC
1740,James Thompson,James Thompson,100.0,unspecified
1741,James Thompson,James Thompson,100.0,PA
1742,James Thompson,James Thompson,100.0,CT
1743,James Thompson,James Thompson,100.0,NJ
1744,James Thompson,James Thompson,100.0,MA
1745,James Thompson,James Thompson,100.0,NH
1746,James Thompson,James Thompson,100.0,NY
1752,Joseph Martin,Joseph Martin,100.0,unspecified
1753,Joseph Martin,Joseph Martin,100.0,MA
1754,Joseph Martin,Joseph Martin,100.0,CS
1764,John Scott,John Scott,100.0,PA
1765,John Scott,John Scott,100.0,MA
1766,John Scott,John Scott,100.0,NH
1767,John Scott,John Scott,100.0,unspecified
1768,John Scott,John Scott,100.0,VA
1769,John Scott,John Scott,100.0,MD
1776,John Rhea,John Rhea,100.0,PA
1777,John Rhea,John Rhea,100.0,unspecified
1788,Elias Barnes,Elias Barnes,100.0,MA
1800,John Willis,John Willis,100.0,unspecified
1801,John Willis,John Willis,100.0,VA
1802,John Willis,John Willis,100.0,MD
1812,Isaac Clarke,Isaac Clarke,100.0,NC
1824,Richard Lewis,Richard Lewis,100.0,MD
1825,Richard Lewis,Richard Lewis,100.0,NC
1836,William Porter,William Porter,100.0,CT
1837,William Porter,William Porter,100.0,unspecified
1838,William Porter,William Porter,100.0,PA
1839,William Porter,William Porter,100.0,MD
1848,William Robinson,William Robinson,100.0,MA
1849,William Robinson,William Robinson,100.0,NY
1850,William Robinson,William Robinson,100.0,PA
1851,William Robinson,William Robinson,100.0,MD
1852,William Robinson,William Robinson,100.0,unspecified
1860,Alexander Watson,Alexander Watson,100.0,NC
1872,Edward Williams,Edward Williams,100.0,PA
1873,Edward Williams,Edward Williams,100.0,NC
1884,William Bailey ,William Bailey,100.0,CT
1885,William Bailey ,William Bailey,100.0,unspecified
1886,William Bailey ,William Bailey,100.0,VA
1896,Samuel Simpson,Samuel Simpson,100.0,NC
1908,James Armstrong,James Armstrong,100.0,MA
1909,James Armstrong,James Armstrong,100.0,unspecified
1910,James Armstrong,James Armstrong,100.0,PA
1920,Benjamin Perry,Benjamin Perry,100.0,MA
1921,Benjamin Perry,Benjamin Perry,100.0,PA
1932,Joseph Harvey,Joseph Harvey,100.0,MA
1933,Joseph Harvey,Joseph Harvey,100.0,PA
1944,John Skinner,John Skinner,100.0,unspecified
1945,John Skinner,John Skinner,100.0,NC
1956,Joel Lane,Joel Lane,100.0,CT
1957,Joel Lane,Joel Lane,100.0,unspecified
1968,John Brown,John Brown,100.0,unspecified
1969,John Brown,John Brown,100.0,CT
1970,John Brown,John Brown,100.0,MA
1971,John Brown,John Brown,100.0,NH
1972,John Brown,John Brown,100.0,CS
1973,John Brown,John Brown,100.0,DE
1974,John Brown,John Brown,100.0,NY
1975,John Brown,John Brown,100.0,PA
1976,John Brown,John Brown,100.0,VA
1977,John Brown,John Brown,100.0,MD
1978,John Brown,John Brown,100.0,NC
1980,John Swan,John Swan,100.0,MA
1981,John Swan,John Swan,100.0,unspecified
1992,Benjamin Jones,Benjamin Jones,100.0,MA
1993,Benjamin Jones,Benjamin Jones,100.0,unspecified
1994,Benjamin Jones,Benjamin Jones,100.0,DE
1995,Benjamin Jones,Benjamin Jones,100.0,PA
1996,Benjamin Jones,Benjamin Jones,100.0,NC
2004,Ebenezer Smith,Ebenezer Smith,100.0,CT
2005,Ebenezer Smith,Ebenezer Smith,100.0,MA
2006,Ebenezer Smith,Ebenezer Smith,100.0,NH
2007,Ebenezer Smith,Ebenezer Smith,100.0,unspecified
2016,Joseph Hutchins,Joseph Hutchins,100.0,MA
2028,Nathaniel Bean,Nathaniel Bean,100.0,NH
2040,Timothy Taylor,Timothy Taylor,100.0,unspecified
2041,Timothy Taylor,Timothy Taylor,100.0,CT
2052,William Hunt,William Hunt,100.0,CT
2053,William Hunt,William Hunt,100.0,unspecified
2054,William Hunt,William Hunt,100.0,NY
2055,William Hunt,William Hunt,100.0,PA
2056,William Hunt,William Hunt,100.0,VA
2064,John Cochran,John Cochran,100.0,unspecified
2065,John Cochran,John Cochran,100.0,CS
2066,John Cochran,John Cochran,100.0,NJ
2067,John Cochran,John Cochran,100.0,PA
2068,John Cochran,John Cochran,100.0,MD
2076,William Page,William Page,100.0,MA
2088,David Page,David Page,100.0,MA
2089,David Page,David Page,100.0,NH
2090,David Page,David Page,100.0,unspecified
2100,Robert Steward,Robert Steward,100.0,MA
2101,Robert Steward,Robert Steward,100.0,PA
2112,Benjamin Stone,Benjamin Stone,100.0,NH
2124,Benjamin Clough,BenJamin Clough,100.0,NY
2136,John Weeks,John Weeks,100.0,NH
2148,Nathaniel Rogers,Nathaniel Rogers,100.0,MA
2160,Samuel Young,Samuel Young,100.0,MD
2172,Isaac Patterson,Isaac Patterson,100.0,NH
2184,William Simpson,William Simpson,100.0,NH
2185,William Simpson,William Simpson,100.0,DE
2186,William Simpson,William Simpson,100.0,NC
2196,William Abbott,William Abbott,100.0,MA
2197,William Abbott,William Abbott,100.0,unspecified
2208,Jeremiah Fogg,Jeremiah Fogg,100.0,NH
2220,Benjamin Thurston,Benjamin Thurston,100.0,NJ
2232,Samuel Hale,Samuel Hale,100.0,MD
2244,Joseph Kimball,Joseph Kimball,100.0,MA
2256,John Sullivan,John Sullivan,100.0,unspecified
2257,John Sullivan,John Sullivan,100.0,NY
2258,John Sullivan,John Sullivan,100.0,PA
2259,John Sullivan,John Sullivan,100.0,NC
2268,Jonathan Chase,Jonathan Chase,100.0,CS
2280,Joseph Blanchard,Joseph Blanchard,100.0,MA
2281,Joseph Blanchard,Joseph Blanchard,100.0,unspecified
2292,Moses Chamberlain,Moses Chamberlain,100.0,MA
2293,Moses Chamberlain,Moses Chamberlain,100.0,MD
2304,John Pickering,John Pickering,100.0,MA
2305,John Pickering,John Pickering,100.0,MD
2316,Aaron Hall,Aaron Hall,100.0,MA
2317,Aaron Hall,Aaron Hall,100.0,CT
2328,James Gray,James Gray,100.0,CT
2329,James Gray,James Gray,100.0,MA
2330,James Gray,James Gray,100.0,unspecified
2331,James Gray,James Gray,100.0,VA
2332,James Gray,James Gray,100.0,MD
2333,James Gray,James Gray,100.0,PA
2340,Isaac Guion,Isaac Guion,100.0,NY
2352,Samuel Johnston,Samuel Johnston,100.0,NJ
2353,Samuel Johnston,Samuel Johnston,100.0,MA
2354,Samuel Johnston,Samuel Johnston,100.0,CS
2355,Samuel Johnston,Samuel Johnston,100.0,unspecified
2356,Samuel Johnston,Samuel Johnston,100.0,NY
2357,Samuel Johnston,Samuel Johnston,100.0,PA
2358,Samuel Johnston,Samuel Johnston,100.0,MD
2364,George Mitchell,George Mitchell,100.0,CT
2365,George Mitchell,George Mitchell,100.0,unspecified
2366,George Mitchell,George Mitchell,100.0,VA
2367,George Mitchell,George Mitchell,100.0,NC
2376,Thomas Howell,Thomas Howell,100.0,PA
2377,Thomas Howell,Thomas Howell,100.0,unspecified
2388,John Easton,John Easton,100.0,MA
2400,Thomas Williams,Thomas Williams,100.0,CT
2401,Thomas Williams,Thomas Williams,100.0,NJ
2402,Thomas Williams,Thomas Williams,100.0,unspecified
2403,Thomas Williams,Thomas Williams,100.0,MA
2404,Thomas Williams,Thomas Williams,100.0,PA
2405,Thomas Williams,Thomas Williams,100.0,VA
2406,Thomas Williams,Thomas Williams,100.0,MD
2412,John Allen,John Allen,100.0,MA
2413,John Allen,John Allen,100.0,NH
2414,John Allen,John Allen,100.0,unspecified
2415,John Allen,John Allen,100.0,NY
2416,John Allen,John Allen,100.0,PA
2424,John Carson,John Carson,100.0,CS
2425,John Carson,John Carson,100.0,MD
2436,Thomas Brown,Thomas Brown,100.0,unspecified
2437,Thomas Brown,Thomas Brown,100.0,PA
2438,Thomas Brown,Thomas Brown,100.0,CT
2439,Thomas Brown,Thomas Brown,100.0,NJ
2440,Thomas Brown,Thomas Brown,100.0,NH
2441,Thomas Brown,Thomas Brown,100.0,RI
2442,Thomas Brown,Thomas Brown,100.0,MA
2443,Thomas Brown,Thomas Brown,100.0,MD
2444,Thomas Brown,Thomas Brown,100.0,NC
2448,Thomas Owen,Thomas Owen,100.0,MA
2460,John Hall,John Hall,100.0,MA
2461,John Hall,John Hall,100.0,NH
2462,John Hall,John Hall,100.0,NY
2463,John Hall,John Hall,100.0,MD
2464,John Hall,John Hall,100.0,unspecified
2465,John Hall,John Hall,100.0,NC
2472,David Stone,David Stone,100.0,MA
2484,David Turner,David Turner,100.0,MA
2485,David Turner,David Turner,100.0,unspecified
2486,David Turner,David Turner,100.0,NC
2496,John Johnston,John Johnston,100.0,unspecified
2497,John Johnston,John Johnston,100.0,CT
2498,John Johnston,John Johnston,100.0,NJ
2499,John Johnston,John Johnston,100.0,MA
2500,John Johnston,John Johnston,100.0,DE
2501,John Johnston,John Johnston,100.0,PA
2502,John Johnston,John Johnston,100.0,MD
2508,David Jameson,David Jameson,100.0,NJ
2509,David Jameson,David Jameson,100.0,unspecified
2520,Thomas Wade,Thomas Wade,100.0,PA
2521,Thomas Wade,Thomas Wade,100.0,VA
2532,Jesse Gilbert,Jesse Gilbert,100.0,CT
2533,Jesse Gilbert,Jesse Gilbert,100.0,unspecified
2544,Samuel Spencer,Samuel Spencer,100.0,unspecified
2545,Samuel Spencer,Samuel Spencer,100.0,MA
2556,James Thomas,James Thomas,100.0,PA
2557,James Thomas,James Thomas,100.0,MD
2558,James Thomas,James Thomas,100.0,NC
2568,Jonathan Clark,Jonathan Clark,100.0,MA
2569,Jonathan Clark,Jonathan Clark,100.0,unspecified
2570,Jonathan Clark,Jonathan Clark,100.0,MD
2580,John Collins,John Collins,100.0,unspecified
2581,John Collins,John Collins,100.0,NJ
2582,John Collins,John Collins,100.0,CS
2583,John Collins,John Collins,100.0,PA
2584,John Collins,John Collins,100.0,MD
2585,John Collins,John Collins,100.0,NC
2592,William Dunbar,William Dunbar,100.0,MA
2593,William Dunbar,William Dunbar,100.0,NY
2604,Stephen Smith,Stephen Smith,100.0,NC
2605,Stephen Smith,Stephen Smith,100.0,unspecified
2616,Benjamin Hicks,Benjamin Hicks,100.0,MA
2617,Benjamin Hicks,Benjamin Hicks,100.0,NY
2628,Samuel Taylor,Samuel Taylor,100.0,CT
2629,Samuel Taylor,Samuel Taylor,100.0,MA
2630,Samuel Taylor,Samuel Taylor,100.0,unspecified
2631,Samuel Taylor,Samuel Taylor,100.0,PA
2632,Samuel Taylor,Samuel Taylor,100.0,MD
2633,Samuel Taylor,Samuel Taylor,100.0,NC
2640,John Linton,John Linton,100.0,unspecified
2652,Andrew Love,Andrew Love,100.0,unspecified
2664,Robert Patton,Robert Patton,100.0,unspecified
2665,Robert Patton,Robert Patton,100.0,PA
2676,William Hill,William Hill,100.0,NH
2677,William Hill,William Hill,100.0,unspecified
2678,William Hill,William Hill,100.0,CT
2679,William Hill,William Hill,100.0,MA
2680,William Hill,William Hill,100.0,MD
2681,William Hill,William Hill,100.0,NC
2688,William Miles,William Miles,100.0,MA
2700,Joseph Brown,Joseph Brown,100.0,RI
2701,Joseph Brown,Joseph Brown,100.0,MA
2702,Joseph Brown,Joseph Brown,100.0,unspecified
2703,Joseph Brown,Joseph Brown,100.0,NY
2704,Joseph Brown,Joseph Brown,100.0,PA
2705,Joseph Brown,Joseph Brown,100.0,NC
2712,John Cook,John Cook,100.0,CT
2713,John Cook,John Cook,100.0,MA
2714,John Cook,John Cook,100.0,NH
2715,John Cook,John Cook,100.0,DE
2716,John Cook,John Cook,100.0,NY
2724,Jacob Brown,Jacob Brown,100.0,CT
2725,Jacob Brown,Jacob Brown,100.0,MA
2736,James Craig,James Craig,100.0,PA
2737,James Craig,James Craig,100.0,unspecified
2748,James Moore,James Moore,100.0,NH
2749,James Moore,James Moore,100.0,DE
2750,James Moore,James Moore,100.0,unspecified
2751,James Moore,James Moore,100.0,NY
2752,James Moore,James Moore,100.0,PA
2753,James Moore,James Moore,100.0,MD
2754,James Moore,James Moore,100.0,NC
2755,James Moore,James Moore,100.0,GA
2760,John Fulford,John Fulford,100.0,unspecified
2761,John Fulford,John Fulford,100.0,MD
2772,John Spicer,John Spicer,100.0,NJ
2773,John Spicer,John Spicer,100.0,unspecified
2784,John Wallace,John Wallace,100.0,NH
2796,Robert Peebles,Robert Peebles,100.0,PA
2808,James Turner,James Turner,100.0,MA
2809,James Turner,James Turner,100.0,DE
2810,James Turner,James Turner,100.0,PA
2820,William Johnston,William Johnston,100.0,NJ
2821,William Johnston,William Johnston,100.0,unspecified
2822,William Johnston,William Johnston,100.0,DE
2823,William Johnston,William Johnston,100.0,NY
2824,William Johnston,William Johnston,100.0,PA
2825,William Johnston,William Johnston,100.0,MD
2826,William Johnston,William Johnston,100.0,NC
2832,James Porter,James Porter,100.0,PA
2833,James Porter,James Porter,100.0,unspecified
2844,Joseph Graham,Joseph Graham,100.0,unspecified
2856,Joseph Douglass,Joseph Douglass,100.0,PA
2857,Joseph Douglass,Joseph Douglass,100.0,unspecified
2868,William Martin,William Martin,100.0,unspecified
2869,William Martin,William Martin,100.0,PA
2870,William Martin,William Martin,100.0,CT
2871,William Martin,William Martin,100.0,NJ
2872,William Martin,William Martin,100.0,NH
2873,William Martin,William Martin,100.0,VA
